param: P: person :=
p1 1
p2 1
p3 1
p4 1
p5 1
p6 1
p7 1
p8 1
p9 1
p10 1
;
param: O: supply :=
o11 1
o12 1
o13 1
o14 1
o15 1
o16 1
o17 1
o18 1
o19 1
o20 1
o21 1
o22 1
o23 1
o24 1
o25 1
o26 1
o27 1
o28 1
o29 1
o30 1
o31 1
o32 1
o33 1
o34 1
o35 1
o36 1
o37 1
o38 1
o39 1
o40 1
o41 1
o42 1
o43 1
o44 1
o45 1
o46 1
o47 1
o48 1
o49 1
o50 1
o51 1
o52 1
o53 1
o54 1
o55 1
o56 1
o57 1
o58 1
o59 1
o60 1
;
param: D: demand :=
d61 1
d62 1
d63 1
d64 1
d65 1
d66 1
d67 1
d68 1
d69 1
d70 1
d71 1
d72 1
d73 1
d74 1
d75 1
d76 1
d77 1
d78 1
d79 1
d80 1
d81 1
d82 1
d83 1
d84 1
d85 1
d86 1
d87 1
d88 1
d89 1
d90 1
d91 1
d92 1
d93 1
d94 1
d95 1
d96 1
d97 1
d98 1
d99 1
d100 1
d101 1
d102 1
d103 1
d104 1
d105 1
d106 1
d107 1
d108 1
d109 1
d110 1
;
param : olb:=
o11 1
o12 1
o13 1
o14 1
o15 1
o16 1
o17 1
o18 1
o19 1
o20 1
o21 1
o22 1
o23 1
o24 1
o25 1
o26 1
o27 1
o28 1
o29 1
o30 1
o31 1
o32 1
o33 1
o34 1
o35 1
o36 1
o37 1
o38 1
o39 1
o40 1
o41 1
o42 1
o43 1
o44 1
o45 1
o46 1
o47 1
o48 1
o49 1
o50 1
o51 1
o52 1
o53 1
o54 1
o55 1
o56 1
o57 1
o58 1
o59 1
o60 1
;
param : oub:=
o11 100
o12 100
o13 100
o14 100
o15 100
o16 100
o17 100
o18 100
o19 100
o20 100
o21 100
o22 100
o23 100
o24 100
o25 100
o26 100
o27 100
o28 100
o29 100
o30 100
o31 100
o32 100
o33 100
o34 100
o35 100
o36 100
o37 100
o38 100
o39 100
o40 100
o41 100
o42 100
o43 100
o44 100
o45 100
o46 100
o47 100
o48 100
o49 100
o50 100
o51 100
o52 100
o53 100
o54 100
o55 100
o56 100
o57 100
o58 100
o59 100
o60 100
;
param : dlb:=
d61 7
d62 5
d63 2
d64 1
d65 5
d66 1
d67 2
d68 7
d69 1
d70 7
d71 7
d72 6
d73 7
d74 3
d75 6
d76 1
d77 4
d78 1
d79 3
d80 6
d81 4
d82 1
d83 1
d84 7
d85 5
d86 5
d87 1
d88 4
d89 4
d90 4
d91 7
d92 4
d93 6
d94 5
d95 7
d96 7
d97 6
d98 3
d99 2
d100 4
d101 1
d102 1
d103 3
d104 7
d105 7
d106 6
d107 2
d108 1
d109 1
d110 1
;
param : dub:=
d61 32
d62 33
d63 32
d64 25
d65 33
d66 27
d67 35
d68 27
d69 28
d70 29
d71 29
d72 29
d73 31
d74 35
d75 34
d76 34
d77 31
d78 26
d79 35
d80 27
d81 32
d82 31
d83 27
d84 25
d85 30
d86 33
d87 34
d88 26
d89 32
d90 26
d91 35
d92 33
d93 25
d94 29
d95 29
d96 28
d97 25
d98 35
d99 27
d100 33
d101 34
d102 35
d103 25
d104 27
d105 30
d106 25
d107 25
d108 26
d109 29
d110 35
;
param : timeod:=
o11 d61 19
o11 d62 15
o11 d63 13
o11 d64 13
o11 d65 12
o11 d66 12
o11 d67 19
o11 d68 8
o11 d69 17
o11 d70 10
o11 d71 13
o11 d72 14
o11 d73 10
o11 d74 15
o11 d75 16
o11 d76 7
o11 d77 6
o11 d78 17
o11 d79 14
o11 d80 15
o11 d81 14
o11 d82 16
o11 d83 19
o11 d84 16
o11 d85 10
o11 d86 13
o11 d87 5
o11 d88 6
o11 d89 8
o11 d90 16
o11 d91 17
o11 d92 11
o11 d93 19
o11 d94 8
o11 d95 8
o11 d96 19
o11 d97 20
o11 d98 12
o11 d99 13
o11 d100 13
o11 d101 12
o11 d102 13
o11 d103 6
o11 d104 14
o11 d105 13
o11 d106 14
o11 d107 8
o11 d108 18
o11 d109 14
o11 d110 5
o12 d61 6
o12 d62 5
o12 d63 9
o12 d64 16
o12 d65 18
o12 d66 20
o12 d67 17
o12 d68 15
o12 d69 15
o12 d70 18
o12 d71 12
o12 d72 15
o12 d73 15
o12 d74 11
o12 d75 14
o12 d76 6
o12 d77 19
o12 d78 18
o12 d79 12
o12 d80 17
o12 d81 8
o12 d82 19
o12 d83 17
o12 d84 7
o12 d85 13
o12 d86 8
o12 d87 18
o12 d88 20
o12 d89 12
o12 d90 20
o12 d91 18
o12 d92 18
o12 d93 8
o12 d94 8
o12 d95 8
o12 d96 17
o12 d97 7
o12 d98 10
o12 d99 5
o12 d100 6
o12 d101 20
o12 d102 19
o12 d103 10
o12 d104 7
o12 d105 14
o12 d106 5
o12 d107 7
o12 d108 19
o12 d109 16
o12 d110 9
o13 d61 9
o13 d62 13
o13 d63 13
o13 d64 12
o13 d65 5
o13 d66 8
o13 d67 6
o13 d68 14
o13 d69 14
o13 d70 19
o13 d71 20
o13 d72 16
o13 d73 19
o13 d74 19
o13 d75 15
